6569,920979,17357,26982
6407,259373,7991,18192
8510,357883,13309,0
1175,739934,2008,24711
7661,807611,4335,2469
5781,371542,2557,8396
4258,801538,10675,4389
4236,602550,7237,5632
7175,380313,18852,26577
3235,864860,8906,12779
8646,231073,1820,4618
8114,190228,5342,14474
5688,59750,9835,12062
7133,850555,13235,27827
4084,851276,17633,27616
5436,40068,18534,3040
7125,470227,3343,16713
632,64979,19447,14392
1124,234383,3926,25883
2243,899902,1864,28335
9148,609363,481,2069
2676,440754,6710,28968
731,539447,12382,20899
3466,720487,17786,5113
843,278474,9127,16805
2607,847057,18476,18073
8223,327465,17802,4288
505,547611,13559,875
4140,894495,7481,6597
8820,386135,800,25742
4475,934286,12722,29179
6071,457006,9828,899
8185,777838,11846,14632
8472,327959,14732,23149
2269,286605,16395,7466
7961,540631,11661,11547
1275,303332,6919,2217
6826,220597,19728,2703
1013,70661,11672,10397
5702,367755,5108,6417
1182,803239,2896,23598
9418,285409,19585,26289
5459,162212,18149,28801
766,74670,6164,18966
8094,373464,18904,16159
4584,131345,17576,21369
4723,821567,10046,4457
9648,334795,9239,4972
8244,919792,10113,12394
7305,397345,1319,19927
1773,371086,18008,18692
9769,408181,18465,16771
3157,866068,16403,13785
8945,34441,8321,26305
6738,797951,13768,8675
9971,329233,1693,6714
705,688244,4774,19759
2884,869176,9231,22145
5147,820802,12127,27699
3293,505307,16539,1256
8565,332104,1476,24523
2542,101544,2538,25568
4008,278506,2806,386
3808,377853,1147,23794
5521,96177,3241,8198
7321,950558,12343,10479
4103,247451,6007,8287
6578,907782,15444,27298
9323,599104,5288,27598
4754,300672,6633,10079
8083,469198,5920,9045
3879,964729,12980,21620
1334,200927,16379,3099
3949,43215,19018,16253
7047,611088,16522,2945
786,661121,19139,20289
9386,238167,11411,11452
2006,231577,5358,18786
8689,404044,2337,519
2273,22496,14700,29304
9783,638456,12639,29012
6880,706779,14988,25585
7271,764006,3174,16011
5189,524553,7961,16063
8285,48543,2216,26688
3929,484670,2574,26705
5013,792219,6954,29507
3805,364395,11246,24434
3813,146819,59,15534
150,746304,17216,11819
2657,564347,4827,12428
9135,187972,9019,475
8005,952356,7971,4336
1880,933040,16640,5457
7617,625323,1053,19421
7478,127742,11090,10015
8520,63871,13347,29531
3448,599136,19218,13025
6066,55940,9355,27105
8706,137066,7095,24333
790,380106,7884,21997
6793,297121,9582,8473
1014,437507,5456,175
4354,66412,14111,13778
8603,116352,7795,27331
4419,908163,5637,1301
8298,402149,160,5627
7607,776215,2982,7518
8083,199551,12343,229
4018,623948,654,7375
1560,485680,925,17389
27,468603,5251,21299
9890,511753,19517,13844
300,114885,5093,6770
8438,144771,3574,13415
7527,747331,11444,24791
213,919844,2963,3056
8274,245821,11394,24357
7908,397304,15614,15752
995,63308,6004,9908
7073,261305,6675,4937
2021,247930,6465,18757
3204,384192,12915,13960
3595,120775,19465,27804
5526,605623,1472,24796
6277,506748,7135,15076
2529,881420,14579,15568
3833,323473,18436,15264
3388,796073,16299,7260
985,184546,37,2598
1248,629142,17436,6137
2932,384114,17000,21816
2007,76578,19086,16738
2284,37370,11032,13493
6356,935280,13783,5997
6892,432522,16704,8707
9985,44934,10199,10429
688,779031,1979,13777
3032,775626,13259,14949
2937,896171,2912,22266
1330,139417,3715,18476
6540,361892,14487,11003
7324,567475,10513,21507
8301,204188,1414,28296
9002,360043,12036,29525
401,31964,19921,6976
3804,854218,5057,2743
105,504647,12712,8772
6922,488927,12643,8989
2951,258604,3588,4196
5064,538706,10138,29844
5448,793743,15258,29047
868,363897,19798,3971
5611,988726,4154,26774
7846,442621,18610,22669
4435,355478,17918,22869
9980,548140,11271,22553
8529,73633,10084,26117
2251,459211,4526,3292
650,881316,4527,12590
6894,647907,4945,10448
9340,729963,18756,18931
1236,762217,3976,20504
3993,524922,17106,17916
802,148401,15584,19474
3050,292423,4086,21657
6791,920136,11647,13335
5001,472012,14031,10974
9046,738373,10313,5059
5468,178252,15206,28480
5267,948089,3512,6508
3479,117015,19524,4064
6560,670248,18253,15668
5677,382326,14818,7525
2579,724530,4711,23764
2227,37410,4814,29622
1224,747602,11582,1527
8987,587970,15269,13927
2557,123224,4645,12446
6569,200413,8954,5520
3472,727566,13765,26504
1360,833431,14692,15783
5971,813007,15509,3557
1326,904185,6793,7730
5069,509936,5411,19832
2101,673091,5715,24917
528,550564,1455,3783
6932,180222,4218,13860
7648,165102,2231,24896
3441,196105,6973,1132
3312,149210,16144,13689
4451,935459,16882,22241
8379,799203,7725,25925
9305,645418,6967,8296
1451,77296,16488,16244
6609,197659,2012,8958
1254,616966,2310,24014
161,41882,10278,29426
3150,657714,14267,18017
9104,605855,14048,20637
766,703169,18491,560
4367,936894,16478,18903
1122,38618,15945,20275
5578,139839,1801,19326
3531,915204,2926,21914
9862,325684,12492,8179
8757,151611,2754,17557
3670,569272,2412,15306
3400,874017,10160,1015
8767,813658,7902,9043
7326,752444,10971,2036
1221,124274,14540,8686
7963,530085,11832,26518
4714,113620,4796,20704
9316,620950,5603,13516
1942,447049,5528,22109
1945,965602,6229,4941
4877,395260,4941,14503
4572,768919,14632,18975
1590,381485,3139,3571
6847,427286,16238,25433
6835,999814,2241,10438
8269,868305,14817,2628
1642,356695,15521,8531
9091,389644,1754,11229
6894,33152,6847,21736
1174,476005,6389,12873
131,854746,15770,27457
8209,615657,8177,15582
1182,356785,18850,19931
9267,180102,11969,16975
3168,507003,2913,27477
2593,638112,1022,12762
4643,186275,19346,11909
1397,873644,19477,10074
2904,388618,11237,248
510,484020,12749,1370
575,544542,16708,15033
2446,339644,17504,25360
9976,890154,4289,10432
1579,881050,16427,13602
9644,389176,6747,27350
4010,926085,16418,18683
2820,732675,4794,11780
7243,167868,18497,4173
3624,279992,8131,14662
6887,704395,7553,2368
9917,26393,13001,2636
6516,902584,10225,19210
5559,121324,15522,3052
8480,790630,3747,26429
1356,748853,7390,2884
7316,413915,16772,2830
1721,212087,6732,4518
9984,170898,16377,22816
2189,844577,1906,3037
1533,254570,12580,4712
5883,32971,9390,28322
5335,154304,16730,18977
6062,396077,11289,23311
4523,931818,8283,29016
9410,947435,17915,941
9409,102177,17786,11772
6213,410151,1648,16778
2346,84157,1701,15947
6019,119710,1853,29571
764,133171,17583,18591
2765,323287,1521,24851
4554,264114,12204,16826
7977,553968,657,16089
3113,844360,11952,6149
8187,233944,8468,28922
8048,392462,15174,1080
1252,173018,17109,23598
146,249122,12437,8572
6534,621269,704,16622
1941,472546,12993,13814
4030,866133,11093,17732
447,644247,4797,8323
4319,492392,8498,12844
4642,806282,8683,23389
9374,637735,13113,2866
1603,953539,14233,21075
1665,208174,5804,24928
3027,230565,5880,6337
5140,275347,2160,12327
4079,675467,449,8626
9315,192078,7664,25328
3141,743211,4562,23191
9576,328943,7528,7373
4673,768012,17562,2910
8649,69615,11444,20092
1102,311075,5600,14414
3563,750023,4871,7636
6051,137390,9892,605
4314,699497,13963,145
2077,123491,10496,23453
113,48890,878,24971
3758,120073,5049,20093
1728,339490,4772,6437
1209,855033,603,12659
8322,939081,12985,8435
1638,226670,14333,15219
8189,440471,9598,9470
9746,946809,12864,12583
5699,753039,10044,18114
3227,640452,13208,13814
9097,155244,11901,18841
1865,283125,336,28094
7494,893863,3992,2157
5786,209974,12099,22550
3961,760918,4588,5739
1933,621555,12163,9087
8574,931572,10410,14745
160,286132,18564,18956
6984,859749,15344,23986
9865,664659,1720,18065
8470,339617,4920,22375
643,507242,1597,13480
723,441532,7816,3260
1628,712962,19002,14538
4397,128072,7760,23713
9110,309330,10725,18735
7741,837184,8796,17928
8404,408658,19808,12825
3435,494803,10948,26028
7474,480826,9754,1423
6262,342372,13061,10653
2893,83276,2324,13049
4258,75354,16606,22978
6465,936535,17392,9811
7474,666119,14924,3934
219,465340,92,12786
2029,879565,1370,7470
4695,307090,4925,8409
1126,387475,19619,2366
609,54293,11466,9697
927,520686,12336,28792
8521,359971,17145,4787
8379,653337,11804,7820
3354,476228,17580,21202
3834,110843,11995,20128
6416,784547,2412,10493
8335,816571,754,6488
9015,280768,6566,16777
481,195961,10270,15143
6366,362682,15828,9347
6084,591924,4776,1644
7132,565653,6888,9353
1788,309914,9224,58
7376,215374,12071,28440
1489,329108,15646,16857
9105,822712,2188,19596
9730,407109,4478,26407
2073,257990,14658,11139
8437,84016,16205,4084
1767,955916,5992,5492
9401,357189,19239,23340
8887,54141,5733,1853
8518,467941,19734,7782
1426,522098,1305,16398
2255,731719,14490,11240
8772,756890,11402,15254
3957,349429,6911,13102
3308,494843,11948,19779
1039,655368,19733,29309
7833,543474,6796,7003
610,664739,16488,7485
2507,120309,15312,23768
7748,999058,8296,19498
7024,397875,19419,13273
1394,911364,452,20978
3199,544792,8547,14154
5692,930725,3,8175
170,675379,16966,23708
7722,268515,10983,13763
5552,814161,10825,27099
3791,469131,4393,16005
9430,716342,2531,17841
3066,992004,17010,12934
6909,175981,19487,2858
6949,664864,1679,26677
8402,246606,16582,10974
7194,259924,13758,13584
3283,552555,13374,9865
2271,85200,629,9827
7286,157083,6349,12384
5255,143772,8604,771
9569,290917,11056,25649
3395,895094,15780,13915
4255,208107,12526,13661
9296,734518,7168,2114
4916,308492,4513,2575
4367,374780,15544,17111
7048,793838,9917,9395
9587,583698,9111,11615
5401,960183,3496,23567
1227,563555,11724,10796
2147,260801,16119,12599
5154,790380,19349,1200
8262,890097,19806,18814
5484,814427,3392,12797
7916,768299,8695,460
2670,290648,13061,4932
6574,753767,8502,19126
6201,81846,1324,73
3244,653031,10414,11511
2032,174940,7205,22507
2245,844657,8558,790
621,801971,13298,2105
2670,668989,16330,3682
4801,585262,1756,642
5770,183488,4814,13268
9784,819728,19829,9477
1328,440514,5886,6793
3540,724579,15973,22125
3841,645905,17894,15646
6942,344713,2767,10764
2175,999964,6956,24007
8874,680411,15694,17440
5470,572821,3896,19694
9911,34231,9528,11236
1531,315429,7594,12768
1234,746543,8035,27582
9561,593482,7768,2721
3519,129602,12366,19849
826,398292,834,26433
9233,722846,770,14835
589,873993,2204,1410
5089,474440,14877,3161
2391,917925,2232,24709
9745,213415,2049,28436
6888,940256,13487,20442
6381,889875,18711,14467
4897,597249,7195,20576
4831,523289,19810,232
7235,192068,19963,16896
4387,973340,17310,10964
6619,308268,14735,1778
7909,350349,15251,29998
6091,880332,4341,4169
7883,153664,275,26184
8357,281886,8099,17965
7851,600053,18599,4544
254,623300,5761,25983
7642,665058,13529,3266
3050,196466,15042,3707
5360,706429,7997,12520
8087,818044,1738,22443
1844,536620,6910,26155
351,575079,3465,22504
4110,438401,6361,24503
3877,552450,8763,23486
4077,149638,5201,2741
4979,476714,1032,27369
899,373333,10385,11947
306,378002,14491,11570
9276,932560,618,8766
6759,392434,732,18782
4332,494527,18593,28927
4587,162549,10804,28266
4925,155675,16502,7281
7025,304528,14415,16438
7330,256925,7413,22247
7162,373158,9861,12759
69,241849,3486,5246
5973,231445,7684,18084
7230,903589,18958,27063
8690,541158,15455,22023
7537,747499,17693,5891
5863,923994,13438,17550
2497,366484,6113,8269
6967,403238,19727,19417
9881,513716,1994,7809
2665,247014,7194,22331
4475,698820,13865,8678
2988,219553,11908,6093
7183,49963,6810,24484
5778,867777,2496,10477
118,188610,2014,14477
5710,62893,3985,6111
5710,655417,17073,7894
1190,916045,15449,4083
1138,595429,8868,17434
885,462504,4288,14476
5838,960911,258,3275
8309,90792,13928,24618
2053,51143,12045,28967
6322,199048,19562,4119
1357,699351,12329,2005
3033,115370,17881,28518
8891,649437,1863,17459
85,290158,3795,27236
8386,911724,11805,200
6683,340442,10472,1226
127,620601,1883,6606
7376,971496,19496,10481
2869,338794,4039,23674
336,341137,2248,10530
3870,100863,8364,4190
7718,703153,5118,20160
1942,452054,130,24829
1671,993734,17103,12276
5319,318141,6591,15327
8646,928688,19502,5971
2881,391107,4148,13122
7880,821890,13504,24668
4547,753723,3392,26944
3554,151235,18056,7306
3474,536393,18666,12411
2330,494404,11792,13190
1747,185606,2599,4669
230,587449,2815,28492
3419,881134,2701,24842
4391,682035,11079,7177
1561,286975,10300,1679
8985,187782,15648,12824
5823,859722,2204,4903
4012,684745,625,25731
7283,260126,14049,21367
9772,287638,16169,23595
8943,520222,2570,26526
3099,105234,6058,307
3072,407371,9390,5387
1543,682187,6699,28416
9117,144799,10814,29506
8514,750190,6813,8915
6275,627685,10148,594
6533,600690,16084,2160
979,117881,16555,3568
8630,718832,4468,17083
5019,571172,130,8803
2859,770109,13653,18421
8841,753661,3297,14700
2702,156312,6968,5428
7570,608632,170,7083
7056,560986,18546,1244
9904,407611,17117,27181
6957,183571,15897,10647
5822,847709,5400,1292
9751,548196,18180,7393
4559,434389,9805,7636
488,582486,17252,10998
8080,638416,7729,2449
5198,784685,19150,27108
4197,869847,10059,10041
4872,439699,9803,1313
965,635209,17528,6540
6664,638429,14047,16318
1663,819193,2302,13653
6757,442552,16877,25675
1810,156038,18422,23735
8412,896091,13386,19786
7041,149429,13453,16521
8868,470969,15245,23119
3906,299017,14233,13920
8688,640372,14905,4645
4379,798139,6471,4146
3956,860928,4997,29184
1154,945601,8632,21274
2233,88686,865,29660
1327,765321,4650,15868
777,874308,5506,25324
7176,444205,12194,12182
7260,687497,10535,11336
4608,783733,7379,14259
6281,695333,16097,22438
5615,973625,3532,3248
9988,403912,2674,3523
1593,818592,13157,22257
4479,633084,612,26835
9218,975479,18727,11505
2421,804246,19369,23618
8008,803422,8859,18132
2879,64850,17242,20412
3620,247125,3401,26215
2787,747694,13837,26957
8649,168864,15930,10995
4545,878934,7113,20305
1209,975939,13624,919
173,345067,2588,6802
9650,249960,6935,2172
6674,904806,16488,26529
4272,680118,16510,6108
2529,387881,3620,14403
2992,707790,4700,24786
574,620675,9887,2700
7751,176542,15032,10510
3558,39889,11184,3177
745,529070,7046,27730
9266,96141,2753,3892
5947,409007,8810,21657
9752,458955,11922,29163
2120,694286,17387,12273
9434,236163,9611,26281
8304,288328,3242,5637
9534,70301,19080,16080
3932,488999,11065,23406
9093,609265,17500,9391
7419,100870,13828,14290
6575,823935,7922,7562
7347,292703,2491,17765
5454,641852,17832,25011
179,610898,12730,5816
5677,577804,10623,4731
164,590584,13630,23544
8663,307625,8279,16062
2992,42986,1468,7493
4794,215234,2517,17769
4258,835416,15808,16665
9421,669024,3118,15803
5307,189234,1459,24638
2498,240829,5707,19155
4717,761392,19136,24751
498,237130,682,13900
2406,76843,15136,29396
4903,294407,19895,29124
4692,529994,10300,22922
6657,517253,14992,21618
8945,889328,10897,3287
1411,197215,934,21345
1328,699719,11636,2385
5650,910196,8482,1330
7295,202971,6529,7578
8479,429024,4953,9807
2304,735114,4082,26411
1187,485881,1657,4887
8228,472941,13202,16558
7535,683909,576,3296
9919,383664,9698,10232
5589,939717,10391,2956
6071,108505,1012,28027
1971,129381,18718,27830
5566,632044,207,12664
9866,229847,13448,22728
5949,106142,1953,17578
6215,223958,7664,24956
1088,321933,14194,20839
6292,921492,1314,29581
3574,253703,10146,24322
9560,899718,17252,12764
6708,27940,4054,5027
2460,883432,7618,5538
3191,175714,2561,5949
414,82980,6273,19659
6622,557116,6957,18504
6079,220443,17668,22880
2448,801210,14433,15109
4683,807207,17752,23191
7924,233173,4147,7087
3055,185535,15595,23871
4560,212094,5669,9676
3023,356516,12619,13953
371,709556,19689,9606
2353,478898,19778,23436
4531,979184,11992,21191
2940,462364,2798,28011
56,307290,15473,23643
2147,319164,2611,19111
5565,252624,7222,3078
6041,195826,19308,22230
8683,307049,6269,28161
3200,76803,6324,14858
7755,237509,11244,27131
1681,119236,14927,29171
357,717844,5627,21259
421,709891,15491,13166
2017,407602,19181,13246
8310,422743,16642,28810
9914,252318,17108,27271
7146,504885,3513,29920
7831,166873,2577,17741
7150,699375,14306,20598
4584,431469,292,429
2884,82431,9219,8244
6679,971345,17178,4141
5539,727973,8948,18506
4703,588608,11839,19079
3008,844610,14222,88
7713,675490,376,13054
9417,799388,17765,3039
4390,184379,5470,9339
3876,517319,9880,21529
6537,54180,10690,14164
3232,791838,5637,29537
7116,819119,18016,7632
21,400306,15456,28670
6190,961108,13373,10315
4084,256244,12167,22363
6695,542221,16,3205
462,325538,8706,4417
1929,453525,783,16813
8697,543184,3004,5071
5382,747889,16334,13002
3675,114349,1825,4385
165,105274,1255,2037
9574,714661,10821,18030
6874,625632,7918,29734
2399,610239,19034,3561
842,476729,249,23053
1021,778273,13906,21278
8936,676496,5749,16723
6738,435108,2620,26441
989,986440,6251,22824
6020,269389,10303,16185
3221,75551,2727,14816
7662,171969,17371,15982
176,557295,11365,2398
3723,446410,15997,3888
6705,86934,19227,10617
9079,983589,10710,10187
4560,242800,5512,13337
5383,28348,8336,4245
7001,133332,3262,209
1161,242701,2682,11133
4566,66560,9331,526
8471,872636,8543,11269
7252,824316,11889,3956
6345,317703,12489,8886
3489,100829,10991,23714
9411,656113,10930,27618
7146,893904,1531,5385
7716,746870,1153,14894
4547,77540,11702,26663
4755,340163,9646,24682
6350,318783,9877,10608
1893,38383,3142,14727
3576,644803,1025,27384
5705,638266,9833,4619
4206,199908,14218,12833
696,400935,8668,4565
945,47428,6634,27380
729,110970,6439,16618
2236,311560,282,19628
